Pair ID,Group,Round,Proposer,Offer A (€),Offer B (€),Response,Timestamp,,,,,,Anzahl ,Fehler
Pair_Jx2RzG,4,3,Person A,300,700,Better offer outside option,12/03/2025 09:30:55,,,,,,,
Pair_Jx2RzG,4,4,Person B,125,875,Accept - offer accepted,12/03/2025 09:31:15,,,,,,,
Pair_q-msAt,4,1,Person A,210,790,Accept - offer accepted,12/03/2025 09:50:23,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
Pair_KL4L54,1,1,Person A,482,518,Too low - counteroffer,12/03/2025 18:11:20,,2,-1,,,,
Pair_KL4L54,1,2,Person B,248,752,Too low - counteroffer,12/03/2025 18:11:33,,,,,,,
Pair_KL4L54,1,3,Person A,607,393,Too low - counteroffer,12/03/2025 18:11:38,,,,,,,
Pair_KL4L54,1,4,Person B,346,654,Too low - counteroffer,12/03/2025 18:11:43,,,,,,,
Pair_KL4L54,1,5,Person A,568,432,Too low - counteroffer,12/03/2025 18:11:51,,,,,,,
Pair_KL4L54,1,6,Person B,398,602,Too low - counteroffer,12/03/2025 18:11:57,,,,,,,
Pair_KL4L54,1,7,Person A,568,432,Too low - counteroffer,12/03/2025 18:12:02,,,,,,,
Pair_KL4L54,1,8,Person B,416,584,Accept - offer accepted,12/03/2025 18:12:08,,,,,,,
Pair_UQhnR1,2,1,Person B,200,800,Accept - offer accepted,12/04/2025 15:22:55,,,,,,,
Pair_XikYbm,4,1,Person B,200,800,Better offer outside option,12/04/2025 15:26:32,,,,,,,
Pair_XikYbm,4,2,Person A,400,600,Better offer outside option,12/04/2025 15:27:16,,,,,,,
Pair_XikYbm,4,3,Person B,220,780,Too low - counteroffer,12/04/2025 15:27:35,,,,,,,
Pair_XikYbm,4,4,Person A,200,800,Accept - offer accepted,12/04/2025 15:27:57,,,,,,,
Pair_yqa2-O,3,1,Person A,300,700,Better offer outside option,12/04/2025 17:07:49,,,,,,,
Pair_yqa2-O,3,2,Person B,250,750,Better offer outside option,12/04/2025 17:08:36,,,,,,,
Pair_yqa2-O,3,3,Person A,300,700,Better offer outside option,12/04/2025 17:08:51,,,,,,,
Pair_yqa2-O,3,4,Person B,250,750,Too low - counteroffer,12/04/2025 17:09:32,,,,,,,
Pair_yqa2-O,3,5,Person A,300,700,Too low - counteroffer,12/04/2025 17:09:58,,,,,,,
Pair_yqa2-O,3,6,Person B,250,750,Better offer outside option,12/04/2025 17:10:23,,,,,,,
Pair_yqa2-O,3,7,Person A,400,600,Too low - counteroffer,12/04/2025 17:10:56,,,,,,,
Pair_yqa2-O,3,8,Person B,251,749,Too low - counteroffer,12/04/2025 17:11:15,,,,,,,
Pair_yqa2-O,3,9,Person A,400,600,Too low - counteroffer,12/04/2025 17:11:19,,,,,,,
Pair_yqa2-O,3,10,Person B,250,750,Too low - counteroffer,12/04/2025 17:11:31,,,,,,,
Pair_CrHgSy,1,1,Person B,300,700,Accept - offer accepted,12/04/2025 17:08:31,,,,,,,
Pair_JnHeFA,4,1,Person B,200,800,Too low - counteroffer,12/04/2025 17:12:09,,,2,-1,,,
Pair_JnHeFA,4,2,Person A,300,700,Too low - counteroffer,12/04/2025 17:12:54,,,,,,,
Pair_JnHeFA,4,3,Person B,220,780,Too low - counteroffer,12/04/2025 17:13:13,,,,,,,
Pair_JnHeFA,4,4,Person A,300,700,Too low - counteroffer,12/04/2025 17:13:32,,,,,,,
Pair_JnHeFA,4,5,Person B,210,790,Too low - counteroffer,12/04/2025 17:13:45,,,,,,,
Pair_JnHeFA,4,6,Person A,320,680,Not accept,12/04/2025 17:14:04,,,,,,,
Pair_auPqJM,1,1,Person A,750,250,Accept - offer accepted,12/04/2025 17:13:20,,,,,,,
Pair_fO10NO,1,1,Person A,500,500,Too low - counteroffer,12/04/2025 17:15:46,,,,,,,
Pair_fO10NO,1,2,Person B,250,750,Too low - counteroffer,12/04/2025 17:16:17,,,,,,,
Pair_fO10NO,1,3,Person A,400,600,Too low - counteroffer,12/04/2025 17:16:27,,,,,,,
Pair_fO10NO,1,4,Person B,275,725,Too low - counteroffer,12/04/2025 17:16:45,,,,,,,
Pair_fO10NO,1,5,Person A,370,630,Too low - counteroffer,12/04/2025 17:17:02,,,,,,,
Pair_fO10NO,1,6,Person B,280,720,Accept - offer accepted,12/04/2025 17:17:17,,,,,,,
Pair_E7xHcF,2,1,Person B,200,800,Too low - counteroffer,12/08/2025 09:29:13,,,,,,,
Pair_E7xHcF,2,2,Person A,250,750,Accept - offer accepted,12/08/2025 09:30:05,,,,,,,
Pair_la4X03,2,1,Person B,300,700,Accept - offer accepted,12/08/2025 09:29:26,,,,,,,
Pair_Jt4-bM,2,1,Person B,333,667,Not accept,12/08/2025 13:26:15,,,,,,,
Pair_eS5_PN,1,1,Person A,300,700,Accept - offer accepted,12/08/2025 15:07:36,,,,3,-1,,
Pair_m6FGLs,3,1,Person A,400,600,Too low - counteroffer,12/08/2025 22:05:44,,,,4,-1,,
Pair_m6FGLs,3,2,Person B,350,650,Accept - offer accepted,12/08/2025 22:07:26,,,,3,-1,,
Pair_JMjB6M,2,1,Person A,300,700,Too low - counteroffer,12/09/2025 15:13:54,,,,,,,
Pair_JMjB6M,2,2,Person B,250,750,Too low - counteroffer,12/09/2025 15:14:36,,,,,,,
Pair_JMjB6M,2,3,Person A,300,700,Not accept,12/09/2025 15:15:00,,,,,,,
Pair_zD9QGl,3,1,Person B,900,100,Too low - counteroffer,12/18/2025 02:17:12,,,,,,,
Pair_zD9QGl,3,2,Person A,250,750,Too low - counteroffer,12/18/2025 02:18:11,,,,,,,
Pair_zD9QGl,3,3,Person B,900,100,Too low - counteroffer,12/18/2025 02:18:25,,,,,,,
Pair_zD9QGl,3,4,Person A,250,750,Too low - counteroffer,12/18/2025 02:18:34,,,,,,,
Pair_zD9QGl,3,5,Person B,800,200,Too low - counteroffer,12/18/2025 02:18:58,,,,,,,
Pair_zD9QGl,3,6,Person A,250,750,Better offer outside option,12/18/2025 02:19:16,,,,,,,
Pair_zD9QGl,3,7,Person B,800,200,Too low - counteroffer,12/18/2025 02:19:29,,,,,,,
Pair_zD9QGl,3,8,Person A,250,750,Accept - offer accepted,12/18/2025 02:19:37,,,,,,,
Pair_XpypED,1,1,Person B,250,750,Too low - counteroffer,12/27/2025 17:50:36,,,,,,,
Pair_XpypED,1,2,Person A,300,700,Too low - counteroffer,12/27/2025 17:50:58,,,,,,,
Pair_XpypED,1,3,Person B,255,745,Too low - counteroffer,12/27/2025 17:51:12,,,,,,,
Pair_XpypED,1,4,Person A,295,705,Better offer outside option,12/27/2025 17:51:25,,,,,,,
Pair_XpypED,1,5,Person B,256,744,Too low - counteroffer,12/27/2025 17:51:38,,,,,,,
Pair_XpypED,1,6,Person A,294,706,Too low - counteroffer,12/27/2025 17:51:49,,,,,,,
Pair_XpypED,1,7,Person B,260,740,Too low - counteroffer,12/27/2025 17:52:13,,,,,,,
Pair_XpypED,1,8,Person A,280,720,Too low - counteroffer,12/27/2025 17:52:25,,,,,,,
Pair_XpypED,1,9,Person B,270,730,Too low - counteroffer,12/27/2025 17:53:07,,,,,,,
Pair_XpypED,1,10,Person A,275,725,Accept - offer accepted,12/27/2025 17:53:18,,,,,,,
Pair_31eM6b,3,1,Person A,500,500,Accept - offer accepted,01/07/2026 20:50:12,,,,,,,
Pair_GDvjrI,1,1,Person B,250,750,Too low - counteroffer,01/10/2026 13:03:22,,,,,,,
Pair_GDvjrI,1,2,Person A,300,700,Too low - counteroffer,01/10/2026 13:04:02,,,,,,,
Pair_GDvjrI,1,3,Person B,200,800,Too low - counteroffer,01/10/2026 13:04:23,,,,,,,
Pair_GDvjrI,1,4,Person A,300,700,Too low - counteroffer,01/10/2026 13:04:48,,,,,,,
Pair_GDvjrI,1,5,Person B,220,780,Too low - counteroffer,01/10/2026 13:05:22,,,,,,,
Pair_GDvjrI,1,6,Person A,275,725,Accept - offer accepted,01/10/2026 13:06:10,,,,,,,
Pair_dhi7g7,2,1,Person B,150,850,Too low - counteroffer,01/10/2026 13:39:38,,,,,,,
Pair_dhi7g7,2,2,Person A,200,800,Better offer outside option,01/10/2026 13:39:54,,,,,,,
Pair_dhi7g7,2,3,Person B,170,830,Accept - offer accepted,01/10/2026 13:40:11,,,,,,,
Pair_kbZdPV,4,1,Person A,300,700,Accept - offer accepted,01/14/2026 10:18:30,,4,-1,,,,
Pair_wdyIfU,4,1,Person B,150,850,Too low - counteroffer,01/14/2026 10:58:29,,,,,,,
Pair_wdyIfU,4,2,Person A,800,200,Not accept,01/14/2026 10:58:54,,,,,,,
Pair_YiO8aG,2,1,Person A,550,450,Too low - counteroffer,01/14/2026 11:10:25,,,,,,,
Pair_YiO8aG,2,2,Person B,200,800,Too low - counteroffer,01/14/2026 11:10:39,,,,,,,
Pair_YiO8aG,2,3,Person A,400,600,Too low - counteroffer,01/14/2026 11:11:03,,,,,,,
Pair_YiO8aG,2,4,Person B,250,750,Too low - counteroffer,01/14/2026 11:11:44,,,,,,,
Pair_YiO8aG,2,5,Person A,350,650,Too low - counteroffer,01/14/2026 11:12:08,,,,,,,
Pair_YiO8aG,2,6,Person B,300,700,Accept - offer accepted,01/14/2026 11:12:31,,,,,,,
Pair_rsa2a9,3,1,Person A,400,600,Too low - counteroffer,01/15/2026 19:13:19,,,,,,,
Pair_rsa2a9,3,2,Person B,270,730,Too low - counteroffer,01/15/2026 19:14:08,,,,,,,
Pair_rsa2a9,3,3,Person A,300,700,Accept - offer accepted,01/15/2026 19:14:36,,,,,,,
Pair_HUNztV,4,1,Person A,350,650,Too low - counteroffer,01/15/2026 19:15:27,,,,,,,
Pair_HUNztV,4,2,Person B,150,850,Too low - counteroffer,01/15/2026 19:15:51,,,,,,,
Pair_HUNztV,4,3,Person A,200,800,Accept - offer accepted,01/15/2026 19:16:10,,,,,,,
Pair_vAPcap,1,1,Person A,200,800,Accept - offer accepted,02/09/2026 15:19:36,,,,,,,
Pair_w9gcPC,5,1,Person A,800,200,Accept - offer accepted,02/09/2026 15:19:56,,,,,,,
Pair_j7k9oA,6,1,Person B,500,500,Too low - counteroffer,02/10/2026 11:08:14,,,,,,,
Pair_j7k9oA,6,2,Person A,699,301,Too low - counteroffer,02/10/2026 11:08:14,,,,,,,
Pair_j7k9oA,6,3,Person B,500,500,Accept - offer accepted,02/10/2026 11:08:14,,,,,,,
Pair_U3Grsx,1,1,Person B,220,780,Too low - counteroffer,02/10/2026 11:08:17,,,,,,,
Pair_U3Grsx,1,2,Person A,400,600,Too low - counteroffer,02/10/2026 11:08:17,,,,,,,
Pair_U3Grsx,1,3,Person B,290,710,Too low - counteroffer,02/10/2026 11:08:17,,,,,,,
Pair_U3Grsx,1,4,Person A,391,609,Too low - counteroffer,02/10/2026 11:08:17,,,,,,,
Pair_U3Grsx,1,5,Person B,291,709,Too low - counteroffer,02/10/2026 11:08:17,,,,,,,
Pair_U3Grsx,1,6,Person A,350,650,Too low - counteroffer,02/10/2026 11:08:17,,,,,,,
Pair_U3Grsx,1,7,Person B,293,707,Too low - counteroffer,02/10/2026 11:08:17,,,,,,,
Pair_U3Grsx,1,8,Person A,330,670,Too low - counteroffer,02/10/2026 11:08:17,,,,,,,
Pair_U3Grsx,1,9,Person B,296,704,Too low - counteroffer,02/10/2026 11:08:17,,,,,,,
Pair_U3Grsx,1,10,Person A,315,685,Not accept,02/10/2026 11:08:17,,,,,,,
Pair_AyXor7,6,1,Person B,950,50,Accept - offer accepted,02/10/2026 11:08:21,,,,,,,
Pair_zAdi9d,7,1,Person A,300,700,Too low - counteroffer,02/10/2026 11:08:22,,,,,,,
Pair_zAdi9d,7,2,Person B,750,250,Too low - counteroffer,02/10/2026 11:08:22,,,,,,,
Pair_zAdi9d,7,3,Person A,275,725,Accept - offer accepted,02/10/2026 11:08:22,,,,,,,
Pair_nbX3N6,4,1,Person A,249,751,Accept - offer accepted,02/10/2026 11:08:22,,,,,,,
Pair_NmK_Lk,5,1,Person A,750.01,249.99,Too low - counteroffer,02/10/2026 11:08:23,,,,,,,
Pair_NmK_Lk,5,2,Person B,751,249,Accept - offer accepted,02/10/2026 11:08:23,,,,,,,
Pair_9Io8rc,2,1,Person B,250,750,Too low - counteroffer,02/10/2026 11:08:26,,,,,,,
Pair_9Io8rc,2,2,Person A,400,600,Too low - counteroffer,02/10/2026 11:08:26,,,,,,,
Pair_9Io8rc,2,3,Person B,260,740,Too low - counteroffer,02/10/2026 11:08:26,,,,,,,
Pair_9Io8rc,2,4,Person A,300,700,Too low - counteroffer,02/10/2026 11:08:26,,,,,,,
Pair_9Io8rc,2,5,Person B,276,724,Accept - offer accepted,02/10/2026 11:08:26,,,,,,,
Pair_nfl8tK,4,1,Person A,500,500,Too low - counteroffer,02/10/2026 11:08:26,,,,,,,
Pair_nfl8tK,4,2,Person B,780,220,Too low - counteroffer,02/10/2026 11:08:26,,,,,,,
Pair_nfl8tK,4,3,Person A,400,600,Too low - counteroffer,02/10/2026 11:08:26,,,,,,,
Pair_nfl8tK,4,4,Person B,760,240,Too low - counteroffer,02/10/2026 11:08:26,,,,,,,
Pair_nfl8tK,4,5,Person A,390,610,Too low - counteroffer,02/10/2026 11:08:26,,,,,,,
Pair_nfl8tK,4,6,Person B,755,245,Accept - offer accepted,02/10/2026 11:08:26,,,,,,,
Pair_qxoNfz,7,1,Person A,950,50,Accept - offer accepted,02/10/2026 11:08:27,,,,,,,
Pair_RxFGl1,5,1,Person B,750,250,Accept - offer accepted,02/10/2026 11:08:29,,,,,,,
Pair_kkLVgH,1,1,Person A,330,670,Accept - offer accepted,02/10/2026 11:08:30,,,,,,,
Pair_uIFONI,3,1,Person A,300,700,Accept - offer accepted,02/10/2026 11:08:30,,,,,,,
Pair_93rFlW,3,1,Person B,300,700,Too low - counteroffer,02/10/2026 11:08:33,,,,,,,
Pair_93rFlW,3,2,Person A,473,527,Too low - counteroffer,02/10/2026 11:08:33,,,,,,,
Pair_93rFlW,3,3,Person B,270,730,Too low - counteroffer,02/10/2026 11:08:33,,,,,,,
Pair_93rFlW,3,4,Person A,410,590,Too low - counteroffer,02/10/2026 11:08:33,,,,,,,
Pair_93rFlW,3,5,Person B,250,750,Too low - counteroffer,02/10/2026 11:08:33,,,,,,,
Pair_93rFlW,3,6,Person A,350,650,Too low - counteroffer,02/10/2026 11:08:33,,,,,,,
Pair_93rFlW,3,7,Person B,240,760,Too low - counteroffer,02/10/2026 11:08:33,,,,,,,
Pair_93rFlW,3,8,Person A,326,674,Too low - counteroffer,02/10/2026 11:08:33,,,,,,,
Pair_93rFlW,3,9,Person B,280,720,Too low - counteroffer,02/10/2026 11:08:33,,,,,,,
Pair_93rFlW,3,10,Person A,300,700,Accept - offer accepted,02/10/2026 11:08:33,,,,,,,
Pair_SDQIZf,1,1,Person B,221,779,Too low - counteroffer,02/10/2026 11:08:38,,,,,,,
Pair_SDQIZf,1,2,Person A,370,630,Too low - counteroffer,02/10/2026 11:08:38,,,,,,,
Pair_SDQIZf,1,3,Person B,221,779,Too low - counteroffer,02/10/2026 11:08:38,,,,,,,
Pair_SDQIZf,1,4,Person A,365,635,Too low - counteroffer,02/10/2026 11:08:38,,,,,,,
Pair_SDQIZf,1,5,Person B,222,778,Too low - counteroffer,02/10/2026 11:08:38,,,,,,,
Pair_SDQIZf,1,6,Person A,360,640,Better offer outside option,02/10/2026 11:08:38,,,,,,,
Pair_SDQIZf,1,7,Person B,223,777,Not accept,02/10/2026 11:08:38,,,6,-1,,,
Pair_MVR71D,2,1,Person B,100,900,Too low - counteroffer,02/10/2026 11:08:39,,,,,,,
Pair_MVR71D,2,2,Person A,300,700,Too low - counteroffer,02/10/2026 11:08:39,1,,,,,,
Pair_MVR71D,2,3,Person B,200,800,Too low - counteroffer,02/10/2026 11:08:39,,,,,,,
Pair_MVR71D,2,4,Person A,280,720,Too low - counteroffer,02/10/2026 11:08:39,,,,,,,
Pair_MVR71D,2,5,Person B,250,750,Too low - counteroffer,02/10/2026 11:08:39,,,,,,,
Pair_MVR71D,2,6,Person A,260,740,Accept - offer accepted,02/10/2026 11:08:39,,,,,,,
Pair_mlNoZy,4,1,Person A,300,700,Too low - counteroffer,02/10/2026 11:08:40,,,,,,,
Pair_mlNoZy,4,2,Person B,200,800,Too low - counteroffer,02/10/2026 11:08:40,,,,,,,
Pair_mlNoZy,4,3,Person A,325,675,Too low - counteroffer,02/10/2026 11:08:40,,,,,,,
Pair_mlNoZy,4,4,Person B,230,770,Too low - counteroffer,02/10/2026 11:08:40,,,,,,,
Pair_mlNoZy,4,5,Person A,270,730,Better offer outside option,02/10/2026 11:08:40,,,,,,,
Pair_mlNoZy,4,6,Person B,240,760,Too low - counteroffer,02/10/2026 11:08:40,,,,,,,
Pair_mlNoZy,4,7,Person A,260,740,Not accept,02/10/2026 11:08:40,,,,,,,
Pair_CPDQHn,5,1,Person B,265,735,Too low - counteroffer,02/10/2026 11:08:45,,,,,,,
Pair_CPDQHn,5,2,Person A,600,400,Not accept,02/10/2026 11:08:45,,,,,,,
Pair_4xjd21,3,1,Person B,250,750,Too low - counteroffer,02/10/2026 11:08:46,,,,,,,
Pair_4xjd21,3,2,Person A,350,650,Too low - counteroffer,02/10/2026 11:08:46,,,,,,,
Pair_4xjd21,3,3,Person B,223,777,Too low - counteroffer,02/10/2026 11:08:46,,,,,,,
Pair_4xjd21,3,4,Person A,300,700,Accept - offer accepted,02/10/2026 11:08:46,,,,,,,
Pair_Uk8Qeb,2,1,Person B,700,300,Accept - offer accepted,02/10/2026 11:08:54,,,,,,,
Pair_b2-UIV,6,1,Person A,300,700,Too low - counteroffer,02/10/2026 11:09:00,,,,,,,
Pair_b2-UIV,6,2,Person B,240,760,Better offer outside option,02/10/2026 11:09:00,,,,,,,
Pair_b2-UIV,6,3,Person A,300,700,Too low - counteroffer,02/10/2026 11:09:00,,,,,,,
Pair_b2-UIV,6,4,Person B,230,770,Too low - counteroffer,02/10/2026 11:09:00,,,,,,,
Pair_b2-UIV,6,5,Person A,300,700,Not accept,02/10/2026 11:09:00,,,,,,,
Pair_NdtCPP,4,1,Person A,350,650,Too low - counteroffer,02/10/2026 11:09:08,,,,,,,
Pair_NdtCPP,4,2,Person B,200,800,Too low - counteroffer,02/10/2026 11:09:08,,,,,,,
Pair_NdtCPP,4,3,Person A,325,675,Too low - counteroffer,02/10/2026 11:09:08,,,,,,,
Pair_NdtCPP,4,4,Person B,205,795,Too low - counteroffer,02/10/2026 11:09:08,,,,,,,
Pair_NdtCPP,4,5,Person A,300,700,Too low - counteroffer,02/10/2026 11:09:08,,,,,,,
Pair_NdtCPP,4,6,Person B,210,790,Too low - counteroffer,02/10/2026 11:09:08,,,,,,,
Pair_NdtCPP,4,7,Person A,280,720,Not accept,02/10/2026 11:09:08,,,,,,,
Pair_YNAolX,5,1,Person A,399,601,Not accept,02/10/2026 11:09:09,,,,,,,
Pair_XFN816,2,1,Person A,700,300,Too low - counteroffer,02/10/2026 11:09:29,,,,,,,
Pair_XFN816,2,2,Person B,150,850,Too low - counteroffer,02/10/2026 11:09:29,,,,3,-1,,
Pair_XFN816,2,3,Person A,400,600,Too low - counteroffer,02/10/2026 11:09:29,,,,,,,
Pair_XFN816,2,4,Person B,200,800,Too low - counteroffer,02/10/2026 11:09:29,,,,,,,
Pair_XFN816,2,5,Person A,370,630,Too low - counteroffer,02/10/2026 11:09:29,,,,,,,
Pair_XFN816,2,6,Person B,210,790,Too low - counteroffer,02/10/2026 11:09:29,,,,,,,
Pair_XFN816,2,7,Person A,350,650,Not accept,02/10/2026 11:09:29,,,,,,,
Pair_zDmvdq,7,1,Person B,300,700,Too low - counteroffer,02/10/2026 11:09:35,,,,,,,
Pair_zDmvdq,7,2,Person A,32,968,Not accept,02/10/2026 11:09:35,,,,,,,
Pair_jV1aSN,5,1,Person B,310,690,Accept - offer accepted,02/10/2026 11:09:40,,,,,,,
Pair_IRUacN,1,1,Person A,250,750,Accept - offer accepted,02/10/2026 11:09:46,,,,,,,
Pair_EmKdCy,6,1,Person A,500,500,Too low - counteroffer,02/10/2026 11:09:57,,,,,,,
Pair_EmKdCy,6,2,Person B,900,100,Too low - counteroffer,02/10/2026 11:09:57,,,,,,,
Pair_EmKdCy,6,3,Person A,500,500,Too low - counteroffer,02/10/2026 11:09:57,,,,,,,
Pair_EmKdCy,6,4,Person B,899,101,Too low - counteroffer,02/10/2026 11:09:57,,,,,,,
Pair_EmKdCy,6,5,Person A,500,500,Too low - counteroffer,02/10/2026 11:09:57,,,,,,,
Pair_EmKdCy,6,6,Person B,898,102,Not accept,02/10/2026 11:09:57,,,,,,,
Pair_e5TEGe,2,1,Person B,150,850,Too low - counteroffer,02/10/2026 11:10:02,,,,,,,
Pair_e5TEGe,2,2,Person A,500,500,Too low - counteroffer,02/10/2026 11:10:02,,,,,,,
Pair_e5TEGe,2,3,Person B,170,830,Too low - counteroffer,02/10/2026 11:10:02,,,,,,,
Pair_e5TEGe,2,4,Person A,450,550,Too low - counteroffer,02/10/2026 11:10:02,,,,,,,
Pair_e5TEGe,2,5,Person B,175,825,Too low - counteroffer,02/10/2026 11:10:02,,,,,,,
Pair_e5TEGe,2,6,Person A,430,570,Too low - counteroffer,02/10/2026 11:10:02,,,,,,,
Pair_e5TEGe,2,7,Person B,177,823,Better offer outside option,02/10/2026 11:10:02,,,,,,,
Pair_e5TEGe,2,8,Person A,420,580,Not accept,02/10/2026 11:10:02,,,,,,,
Pair_IzzK9S,3,1,Person A,1000,0,Not accept,02/10/2026 11:10:08,,,,,,,
Pair_XlFfIi,5,1,Person B,264,736,Accept - offer accepted,02/10/2026 11:10:23,,,,,,,
Pair_3UCfVI,1,1,Person B,200,800,Too low - counteroffer,02/10/2026 11:10:35,,,,,,,
Pair_3UCfVI,1,2,Person A,1000,0,Too low - counteroffer,02/10/2026 11:10:35,,,,,,,
Pair_3UCfVI,1,3,Person B,220,780,Too low - counteroffer,02/10/2026 11:10:35,,,,,,,
Pair_3UCfVI,1,4,Person A,1000,0,Not accept,02/10/2026 11:10:35,,,,,,,
Pair_q0ChYz,4,1,Person B,220,780,Better offer outside option,02/10/2026 11:10:38,,,,,,,
Pair_q0ChYz,4,2,Person A,260,740,Better offer outside option,02/10/2026 11:10:38,,,,,,,
Pair_q0ChYz,4,3,Person B,240,760,Accept - offer accepted,02/10/2026 11:10:38,,,,,,,
Pair_jGURc4,7,1,Person A,1000,0,Too low - counteroffer,02/10/2026 11:10:51,,,,,,,
Pair_jGURc4,7,2,Person B,600,400,Not accept,02/10/2026 11:10:51,,,,,,,
Pair_ciQTBI,7,1,Person B,500,500,Too low - counteroffer,02/10/2026 11:11:09,,,,,,,
Pair_ciQTBI,7,2,Person A,498,502,Accept - offer accepted,02/10/2026 11:11:09,,,,,,,
Pair_2jwpQx,5,1,Person A,400,600,Too low - counteroffer,02/10/2026 11:11:18,,,,,,,
Pair_2jwpQx,5,2,Person B,256,744,Too low - counteroffer,02/10/2026 11:11:18,,,,,,,
Pair_2jwpQx,5,3,Person A,350,650,Too low - counteroffer,02/10/2026 11:11:18,,,,,,,
Pair_2jwpQx,5,4,Person B,273,727,Too low - counteroffer,02/10/2026 11:11:18,,,,,,,
Pair_2jwpQx,5,5,Person A,325,675,Too low - counteroffer,02/10/2026 11:11:18,,,,,,,
Pair_2jwpQx,5,6,Person B,281,719,Too low - counteroffer,02/10/2026 11:11:18,,,,,,,
Pair_2jwpQx,5,7,Person A,300,700,Accept - offer accepted,02/10/2026 11:11:18,,,,,,,
Pair_XLu9CE,7,1,Person A,990,10,Better offer outside option,02/10/2026 11:11:36,,,,,,,
Pair_XLu9CE,7,2,Person B,333,667,Not accept,02/10/2026 11:11:36,,,,,,,
Pair_JcFR4J,1,1,Person B,750,250,Too low - counteroffer,02/10/2026 11:11:39,,,,,,,
Pair_JcFR4J,1,2,Person A,1000,0,Not accept,02/10/2026 11:11:39,,,,,,,
Pair_NBjvIY,7,1,Person A,323,677,Better offer outside option,02/10/2026 11:11:47,,,,,,,
Pair_NBjvIY,7,2,Person B,302,698,Accept - offer accepted,02/10/2026 11:11:47,,,,,,,
Pair_qO2Ico,4,1,Person A,249,751,Better offer outside option,02/10/2026 11:12:26,,,,,,,
Pair_qO2Ico,4,2,Person B,0,1000,Not accept,02/10/2026 11:12:26,,,,,,,
Pair_3sHnUv,6,1,Person A,669,331,Too low - counteroffer,02/10/2026 11:12:56,,,,,,,
Pair_3sHnUv,6,2,Person B,672,328,Accept - offer accepted,02/10/2026 11:12:56,,,,,,,
Pair_YBcO6a,1,1,Person A,400,600,Accept - offer accepted,02/10/2026 11:13:14,,,,,,,
Pair_Ju8jPb,7,1,Person B,985,15,Accept - offer accepted,02/10/2026 11:13:27,,,,,,,
Pair_9uQ7Jz,4,1,Person A,280,720,Too low - counteroffer,02/10/2026 11:13:39,,,,,,,
Pair_9uQ7Jz,4,2,Person B,270,730,Accept - offer accepted,02/10/2026 11:13:39,,,,,,,
Pair_jyhT9V,1,1,Person B,900,100,Too low - counteroffer,02/10/2026 11:13:50,,,,,,,
Pair_jyhT9V,1,2,Person A,750,250,Accept - offer accepted,02/10/2026 11:13:50,,,,,,,
Pair_BcMoo7,1,1,Person B,700,300,Accept - offer accepted,02/10/2026 11:14:24,,,,,,,
Pair_i9nCml,5,1,Person A,250,750,Accept - offer accepted,02/10/2026 11:14:50,,,,,,,
Pair_DvFFr0,1,1,Person A,266,734,Too low - counteroffer,02/10/2026 11:15:00,,,,,,,
Pair_DvFFr0,1,2,Person B,899,101,Too low - counteroffer,02/10/2026 11:15:00,,,,,,,
Pair_DvFFr0,1,3,Person A,266,734,Too low - counteroffer,02/10/2026 11:15:00,,,,,,,
Pair_DvFFr0,1,4,Person B,839,161,Too low - counteroffer,02/10/2026 11:15:00,,,,,,,
Pair_DvFFr0,1,5,Person A,266,734,Too low - counteroffer,02/10/2026 11:15:00,,,,,,,
Pair_DvFFr0,1,6,Person B,809,191,Too low - counteroffer,02/10/2026 11:15:00,,,,,,,
Pair_DvFFr0,1,7,Person A,266,734,Better offer outside option,02/10/2026 11:15:00,,,,,,,
Pair_DvFFr0,1,8,Person B,291,709,Accept - offer accepted,02/10/2026 11:15:00,,,,,,,
Pair_NA_HDO,7,1,Person B,250,750,Too low - counteroffer,02/10/2026 11:15:07,,,,,,,
Pair_NA_HDO,7,2,Person A,800,200,Accept - offer accepted,02/10/2026 11:15:07,,,,,,,
Pair_hFoMtd,4,1,Person A,497,503,Better offer outside option,02/10/2026 11:15:16,,,,,,,
Pair_hFoMtd,4,2,Person B,270,730,Better offer outside option,02/10/2026 11:15:16,,,,,,,
Pair_hFoMtd,4,3,Person A,464,536,Not accept,02/10/2026 11:15:16,,,,,,,
Pair_ahKyw2,1,1,Person B,250,750,Accept - offer accepted,02/10/2026 11:15:42,,,,,,,
Pair_8HPDBZ,1,1,Person B,250,750,Better offer outside option,02/10/2026 11:16:25,,,1,-1,,,
Pair_8HPDBZ,1,2,Person A,260,740,Not accept,02/10/2026 11:16:25,,,2,-1,,,
Pair_D7R3wx,7,1,Person B,201,799,Too low - counteroffer,02/10/2026 11:16:41,,,,,,,
Pair_D7R3wx,7,2,Person A,800,200,Accept - offer accepted,02/10/2026 11:16:41,,,,,,,
Pair_oLTzN3,1,1,Person A,850,150,Too low - counteroffer,02/10/2026 11:17:46,,,,,,,
Pair_oLTzN3,1,2,Person B,250,750,Not accept,02/10/2026 11:17:46,,,,,,,
Pair_YoKoCs,1,1,Person B,699,301,Too low - counteroffer,02/10/2026 11:17:58,,,,,,,
Pair_YoKoCs,1,2,Person A,350,650,Not accept,02/10/2026 11:17:58,,,,,,,
Pair_airveo,5,1,Person A,398,602,Not accept,02/10/2026 11:18:18,,,,,,,
